Avg min between received tnx,Time Diff between first and last (Mins),Sent tnx,Received Tnx,Unique Received From Addresses,max value received ,avg val received,total transactions (including tnx to create contract,total Ether sent,total ether received, Total ERC20 tnxs, ERC20 uniq rec addr, ERC20 uniq rec contract addr, ERC20 min val rec, ERC20 uniq rec token name,FLAG
0.0,30.65,1,1,1,4.999,4.999,2,4.99774,4.999,0.0,0.0,0.0,0.0,0.0,0
60933.08,330187.83,82,3,3,30.0,11.666667,85,62.341,35.0,11.0,8.0,11.0,0.0,11.0,0
0.0,68.87,1,1,1,0.5476489999999999,0.5476489999999999,2,0.54638892,0.54764892,0.0,0.0,0.0,0.0,0.0,0
112602.93,338429.65,4,3,3,2.337156,1.512385,7,8.419634776,4.5371564000000015,0.0,0.0,0.0,0.0,0.0,0
6594.93,955278.0,59,14,7,1100.0,167.979641,73,2540.083853,2351.714972,48.0,26.0,23.0,0.0,23.0,0
5498.63,291427.53,0,53,4,1.002204,0.504895,54,0.0,26.75944516,2.0,2.0,2.0,0.10587,2.0,0
51068.75,561789.58,10,11,8,20.799,5.11114,21,56.21491815,56.22253457,0.0,0.0,0.0,0.0,0.0,0
0.0,2257.12,2,1,1,1.7479810000000002,1.7479810000000002,3,0.0,1.74798122,10.0,8.0,9.0,0.0,9.0,0
680.22,22889.93,10,2,1,0.1,0.075,12,0.110734264,0.15,2.0,1.0,1.0,0.0,1.0,0
648.26,449889.15,0,694,4,22.0,1.618731,695,0.0,1123.399095,2.0,2.0,2.0,0.082576,2.0,0
58.88,450106.65,5970,2989,1337,3140.99958,74.622817,8959,225938.9558,223047.6014,325.0,295.0,15.0,0.0,15.0,0
0.0,4.87,1,1,1,0.003,0.003,2,0.0,0.003,2.0,1.0,1.0,0.0,1.0,0
128.81,636162.82,68,4375,1,3.602495,1.055731,4443,4618.790832,4618.823828000001,10.0,8.0,8.0,0.0,8.0,0
85496.6,345142.02,3,4,2,3.508474,1.395953,7,11.050999999999998,5.583810700000001,0.0,0.0,0.0,0.0,0.0,0
0.92,21206.93,9996,4,3,20.0,11.0,10003,0.0,44.0,35.0,25.0,31.0,0.0,29.0,0
1245.91,160707.1,9,3,2,49.995,18.996667,12,56.03738689,56.99,13.0,6.0,9.0,0.0,9.0,0
26284.49,802574.4,13,8,7,45.4,21.925,21,264.26,175.4,15.0,6.0,6.0,1.0,6.0,0
56424.63,339687.12,3,6,6,1.515068,0.888941,9,13.5,5.333648999999999,13.0,10.0,13.0,0.0,13.0,0
51541.26,355017.02,33,6,3,51.0,9.803306,39,76.16345259,58.81983438,7.0,1.0,2.0,1e-06,2.0,0
0.0,328.45,2,1,1,101.0,101.0,3,100.9989738,101.0,0.0,0.0,0.0,0.0,0.0,0
450.56,13445.97,6,6,5,10.0,2.615514,12,15.68959511,15.69308421,0.0,0.0,0.0,0.0,0.0,0
112925.21,340383.53,2,3,2,6.995,2.333333,5,13.911496,7.0,0.0,0.0,0.0,0.0,0.0,0
15420.31,266825.07,11,4,3,4.0,1.67375,15,8.351405032999999,6.695,4.0,4.0,4.0,0.0,4.0,0
32.24,204236.48,2217,1807,1471,799.99874,18.736369,4024,33867.26324,33856.6182,5.0,3.0,3.0,1.0,3.0,0
56819.72,286279.03,12,5,5,174.995,63.085,17,714.2,315.425,11.0,9.0,10.0,0.0,10.0,0
27049.27,1169229.5,35,13,6,972.434,182.498725,48,3001.833603,2372.483424,20.0,9.0,11.0,0.0,11.0,0
0.0,186707.1,8,1,1,10.0,10.0,9,101.5119377,10.0,1.0,1.0,1.0,0.031819,1.0,0
1470.01,962956.75,181,140,57,117.7,4.007761,321,595.1846,561.0865,135.0,51.0,65.0,0.0,64.0,0
288.59,97419.95,48,10,4,99.99,25.810391,58,324.407,258.1039104,27.0,6.0,10.0,0.0,9.0,0
74.96,754216.92,3424,6576,4848,12867.39971,21.959042,10002,148146.1047,144402.6609,579.0,135.0,87.0,0.0,85.0,0
82.8,652.87,6,6,5,1.3,1.047658,12,6.283183805,6.28594603,0.0,0.0,0.0,0.0,0.0,0
3.43,24534.25,3,3,1,0.34,0.147,6,0.439653612,0.441,0.0,0.0,0.0,0.0,0.0,0
672.28,4486.98,5,2,2,6.12616,3.433549,7,6.86172829,6.86709731,0.0,0.0,0.0,0.0,0.0,0
0.0,2.5,1,1,1,0.8548709999999999,0.8548709999999999,2,0.85382138,0.85487138,0.0,0.0,0.0,0.0,0.0,0
0.0,8873.97,1,1,1,0.134989,0.134989,2,0.13456893,0.13498893,0.0,0.0,0.0,0.0,0.0,0
14237.49,242427.3,17,17,1,0.125315,0.050856,34,0.80657981,0.86455069,0.0,0.0,0.0,0.0,0.0,0
59605.36,531093.05,7,8,2,27.48646,6.1445940000000006,15,7.093,49.1567487,18.0,12.0,15.0,0.0,15.0,0
5012.75,93911.63,14,17,9,379.0,39.759632,35,675.82347,675.9137486000002,3.0,2.0,2.0,0.0,1.0,0
38530.77,414518.23,9,8,5,1.169147,0.270796,17,3.789138127,2.16637118,19.0,5.0,5.0,0.0,5.0,0
845.41,1040169.4,30,1024,1,2.1578880000000003,0.24501,1054,200.883777,250.89045640000003,15.0,11.0,15.0,0.0,15.0,0
728.9,240610.1,124,6,4,69.995,12.769696,130,80.28824888,76.61817535,8.0,6.0,8.0,0.0,8.0,0
3319.39,10032.05,3,3,3,10.805,5.281667,6,15.84309204,15.845,0.0,0.0,0.0,0.0,0.0,0
24076.63,120621.38,4,5,2,0.669937,0.173506,9,0.86268094,0.86753194,0.0,0.0,0.0,0.0,0.0,0
0.0,28803.42,1,1,1,12.0,12.0,2,11.999559,12.0,0.0,0.0,0.0,0.0,0.0,0
62086.18,294616.95,3,2,2,20.0,10.0,5,39.90586873,20.0,2.0,2.0,2.0,1.503014,2.0,0
0.0,8.92,4,2,2,1897.438127,1000.5,6,2000.998113,2001.0,0.0,0.0,0.0,0.0,0.0,0
287.13,9299.17,24,28,13,2.1609830000000003,2.036327,52,57.00443406,57.01714267,0.0,0.0,0.0,0.0,0.0,0
44699.56,321695.25,6,7,5,23.601366,10.936062,13,94.52136494,76.5524362,3.0,1.0,1.0,2000.0,1.0,0
1129.25,161076.67,6,5,1,27.517666,13.701916,11,68.50535928,68.50958028,0.0,0.0,0.0,0.0,0.0,0
2945.2,620113.1,121,53,18,44.425356,7.878402,174,432.1857424,417.5553096,91.0,32.0,35.0,0.0,34.0,0
1645.59,101238.1,21,12,5,8.995,4.114642,33,49.35013842,49.37569865,11.0,5.0,5.0,0.0,5.0,0
20051.27,674198.88,23,9,5,20.095,6.755565,32,111.2229715,60.80008333,11.0,6.0,10.0,0.0,10.0,0
4621.92,72065.0,16,9,9,10.0,1.9476830000000005,25,17.89714367,17.52914441,10.0,6.0,5.0,0.0,5.0,0
17068.13,611682.27,1156,19,9,600.98832,72.622476,1175,1394.199349,1379.827042,559.0,19.0,14.0,0.0,13.0,0
5026.86,1009090.55,87,25,10,40.136798,10.501527,112,342.1772031000001,262.5381628,70.0,24.0,30.0,0.0,29.0,0
221.0,11677.73,16,4,2,250.5,63.3775,20,253.2,253.51,21.0,11.0,11.0,0.0,11.0,0
7188.55,381840.42,49,30,11,790.9994370000002,110.350012,79,4944.136269,3310.500353,55.0,25.0,26.0,0.0,26.0,0
0.0,102.07,5,1,1,101.0,101.0,6,100.99748,101.0,0.0,0.0,0.0,0.0,0.0,0
8831.65,291444.58,0,33,5,23.462797,1.402192,34,0.0,46.27232361,1.0,1.0,1.0,0.527787,1.0,0
169.09,16284.15,61,8,3,0.405838,0.121569,69,0.614,0.97255313,0.0,0.0,0.0,0.0,0.0,0
0.0,169.87,1,1,1,0.4494770000000001,0.4494770000000001,2,0.44727692,0.44947692,0.0,0.0,0.0,0.0,0.0,0
0.0,2250.73,1,1,1,0.86761,0.86761,2,0.8669901309999999,0.867610131,0.0,0.0,0.0,0.0,0.0,0
170321.78,341868.53,3,2,2,0.46,0.23,5,0.8401762740000001,0.46,0.0,0.0,0.0,0.0,0.0,0
3041.25,614761.98,85,40,10,200.0,18.64848,125,764.6123200000002,745.9391851,24.0,16.0,20.0,0.0,20.0,0
0.0,10.8,3,2,2,1563.2126970000004,1000.5,5,2000.998585,2001.0,0.0,0.0,0.0,0.0,0.0,0
0.0,7.53,1,1,1,1.0,1.0,2,0.99674689,1.0,0.0,0.0,0.0,0.0,0.0,0
40512.33,688942.0,17,17,5,69.995,12.28744,34,208.8754299,208.8864824,0.0,0.0,0.0,0.0,0.0,0
0.0,772.02,4,1,1,0.39,0.39,5,0.39776788,0.39,1.0,0.0,0.0,0.0,0.0,0
121771.36,596107.57,11,3,3,20.173085,10.397695,14,31.16317907,31.19308507,7.0,3.0,1.0,0.9,1.0,0
26178.65,288353.97,3,11,5,249.812075,32.977228000000004,14,721.7298479,362.7495057,0.0,0.0,0.0,0.0,0.0,0
0.0,31.28,1,1,1,0.732876,0.732876,2,0.7316159999999999,0.732876,0.0,0.0,0.0,0.0,0.0,0
0.42,18.47,3,2,2,1440.815594,1000.5,5,2000.998585,2001.0,0.0,0.0,0.0,0.0,0.0,0
0.0,64.95,3,1,1,101.0,101.0,4,100.998446,101.0,0.0,0.0,0.0,0.0,0.0,0
984.92,251884.43,8,2,2,2.0,1.5,10,2.72,3.0,11.0,6.0,8.0,0.0,8.0,0
84555.41,342210.95,4,4,3,2.995,1.31125,8,10.36611622,5.245,0.0,0.0,0.0,0.0,0.0,0
12.37,952.85,59,34,8,49.99952800000001,3.4551580000000004,93,117.44796370000002,117.475363,0.0,0.0,0.0,0.0,0.0,0
0.0,10.87,3,2,2,1563.4886689999996,1000.5,5,2000.998585,2001.0,0.0,0.0,0.0,0.0,0.0,0
0.0,46.45,3,1,1,101.0,101.0,4,100.998446,101.0,0.0,0.0,0.0,0.0,0.0,0
336.67,511227.0,8,2,2,1.595,0.800922,10,3.667049401,1.6018449,11.0,9.0,11.0,0.0,11.0,0
0.04,323.42,2,2,2,76.387788,50.5,4,100.9990158,101.0,0.0,0.0,0.0,0.0,0.0,0
0.0,20.18,4,2,2,1503.450608,1000.5,6,2000.998113,2001.0,0.0,0.0,0.0,0.0,0.0,0
0.0,314.65,2,1,1,101.0,101.0,3,100.9990158,101.0,0.0,0.0,0.0,0.0,0.0,0
0.0,73.97,2,1,1,30.0,30.0,3,29.998992,30.0,0.0,0.0,0.0,0.0,0.0,0
0.38,10.38,3,2,2,1092.146496,1000.5,5,2000.998585,2001.0,0.0,0.0,0.0,0.0,0.0,0
0.82,327.37,3,2,2,54.018396,50.5,5,100.9984936,101.0,0.0,0.0,0.0,0.0,0.0,0
2336.51,228977.53,0,98,3,1.169411,0.9501,99,0.0,93.10979582,1.0,1.0,1.0,2.01066,1.0,0
620.61,138977.15,163,217,5,820.0,314.639235,380,68276.60921000001,68276.71402,1.0,1.0,1.0,600.0,1.0,0
14465.72,816620.55,6,55,1,1.001431,0.46172,61,12.77,25.39458564,11.0,8.0,11.0,0.0,11.0,0
3186.72,376480.78,58,67,12,49.477281,8.303953,125,579.4761972,556.364853,46.0,17.0,20.0,0.0,20.0,0
11.04,267722.13,14,2,1,6.6012,3.74915,16,9.49126836,7.4983,3.0,3.0,3.0,0.0,3.0,0
1470.58,1150335.93,213,580,8,1.00563,0.316584,793,183.2834952,183.6186244,8.0,7.0,8.0,0.0,8.0,0
109066.9,617468.87,6,4,4,21.32,5.418029,10,21.67074448,21.67211742,0.0,0.0,0.0,0.0,0.0,0
1426.21,226766.85,0,159,5,1.021547,0.91998,160,0.0,146.2768721,2.0,2.0,2.0,1.059583,2.0,0
0.0,10.93,1,1,1,2.75,2.75,2,2.74938,2.75,0.0,0.0,0.0,0.0,0.0,0
0.0,73.42,3,2,2,71.768873,50.5,5,100.998477,101.0,0.0,0.0,0.0,0.0,0.0,0
556.53,520700.2,191,438,4,4.504509,0.696882,629,305.132883,305.2343334,11.0,6.0,6.0,0.0,6.0,0
3733.57,127115.7,34,34,1,1.000945,0.385352,68,13.086019699999998,13.10198159,0.0,0.0,0.0,0.0,0.0,0
27224.25,353915.25,0,13,5,3.80983,1.33857,14,0.0,17.40140661,0.0,0.0,0.0,0.0,0.0,0
0.23,75.03,3,2,2,61.439758,50.5,5,100.998488,101.0,0.0,0.0,0.0,0.0,0.0,0
0.0,62.6,3,1,1,101.0,101.0,4,100.998446,101.0,0.0,0.0,0.0,0.0,0.0,0
37680.11,301482.83,7,8,4,58.75344499999999,9.842931,15,78.73005157,78.74344479,0.0,0.0,0.0,0.0,0.0,0
0.0,310.32,2,1,1,101.0,101.0,3,100.9990158,101.0,0.0,0.0,0.0,0.0,0.0,0
0.0,40.8,3,1,1,101.0,101.0,4,100.998446,101.0,0.0,0.0,0.0,0.0,0.0,0
230.02,376485.87,682,557,554,49.749538,1.220148,1239,679.1706318,679.6224223999999,1.0,1.0,1.0,7.566597,1.0,0
1332.65,2669.23,2,2,2,538.205,296.1,4,592.1989110000002,592.2,0.0,0.0,0.0,0.0,0.0,0
3055.47,946931.97,98,47,18,153.99,20.405141,145,1162.4172529999996,959.0416393,111.0,27.0,31.0,0.0,30.0,0
0.0,13.88,1,1,1,4.995,4.995,2,4.98,4.995,0.0,0.0,0.0,0.0,0.0,0
0.0,5.9,3,2,2,1561.677382,1000.5,5,2000.998169,2001.0,0.0,0.0,0.0,0.0,0.0,0
0.63,323.38,2,2,2,89.927808,50.5,4,100.9990158,101.0,0.0,0.0,0.0,0.0,0.0,0
123984.24,743941.13,6,6,5,8.58,5.843667,12,35.05224153,35.062,0.0,0.0,0.0,0.0,0.0,0
10060.62,992074.2,2,80,3,0.133269,0.098978,82,7.916865339,7.918215339,1.0,1.0,1.0,0.590492,1.0,0
8482.58,152789.92,18,18,7,15.5,5.466667,36,98.38644845,98.4,0.0,0.0,0.0,0.0,0.0,0
16246.22,178770.6,11,11,11,2.29385,1.018111,22,11.18761414,11.19922425,0.0,0.0,0.0,0.0,0.0,0
10243.09,1019244.7,13,8,4,306.0,131.189784,21,1049.048,1049.518271,23.0,16.0,20.0,0.0,20.0,0
0.94,327.92,2,2,2,68.219188,50.5,4,100.9990158,101.0,0.0,0.0,0.0,0.0,0.0,0
0.63,326.03,2,2,2,52.80165,50.5,4,100.9990158,101.0,0.0,0.0,0.0,0.0,0.0,0
47103.98,936622.48,6,3,3,5.0,2.744752,9,13.02800825,8.23425725,12.0,5.0,6.0,0.0,6.0,0
0.0,948.73,1,1,1,1.0,1.0,2,0.999559,1.0,0.0,0.0,0.0,0.0,0.0,0
19247.54,250218.08,0,13,4,1.000578,0.452745,14,0.0,5.88569015,2.0,2.0,2.0,0.150693,2.0,0
0.92,321.5,2,2,2,86.75764699999998,50.5,4,100.9990158,101.0,0.0,0.0,0.0,0.0,0.0,0
21.34,232149.93,8901,7835,189,8770.13158,3647.937469,16736,28580960.89,28581590.07,30.0,25.0,29.0,0.0,29.0,0
1019.6,182217.27,16,73,72,1.0,0.123734,89,9.026072908,9.03258,1.0,1.0,1.0,0.027084,1.0,0
3975.35,77404.38,4,2,1,8.995,6.995,6,31.672988,13.99,1.0,1.0,1.0,0.677038,1.0,0
0.0,2259.65,1,1,1,12.123629,12.123629,2,12.12300879,12.12362879,0.0,0.0,0.0,0.0,0.0,0
0.15,320.68,2,2,2,64.90333199999999,50.5,4,100.9990158,101.0,0.0,0.0,0.0,0.0,0.0,0
3346.38,6699.85,2,2,2,1.000291,0.601137,4,1.20143483,1.202274835,0.0,0.0,0.0,0.0,0.0,0
4097.93,192602.83,0,47,5,52.4624,11.885895,48,0.0,558.6370505,2.0,2.0,2.0,0.900874,2.0,0
0.0,305.33,2,1,1,101.0,101.0,3,100.9985715,101.0,0.0,0.0,0.0,0.0,0.0,0
0.0,20.93,1,1,1,2.39451,2.39451,2,2.39400649,2.39451049,0.0,0.0,0.0,0.0,0.0,0
0.0,68.72,3,1,1,101.0,101.0,4,100.998446,101.0,0.0,0.0,0.0,0.0,0.0,0
2935.83,205942.0,68,70,70,14.583474,2.018109,138,141.23839109999997,141.2676352,0.0,0.0,0.0,0.0,0.0,0
0.0,1.32,1,1,1,0.70724,0.70724,2,0.70640002,0.70724002,0.0,0.0,0.0,0.0,0.0,0
0.43,326.13,2,2,2,79.40476899999999,50.5,4,100.9990158,101.0,0.0,0.0,0.0,0.0,0.0,0
27.81,511631.95,5304,4698,333,7000.0,81.983698,10002,1137736.345,385159.4122,5.0,5.0,4.0,0.0,4.0,0
0.0,10.78,3,2,2,1479.838353,1000.5,5,2000.998585,2001.0,0.0,0.0,0.0,0.0,0.0,0
20470.41,81986.35,4,4,2,9.5925,6.236932,8,24.93543903,24.94772779,0.0,0.0,0.0,0.0,0.0,0
2020.11,24336.13,9,12,2,15.99543,6.710382000000001,21,80.52045411,80.52458359999999,0.0,0.0,0.0,0.0,0.0,0
0.0,319.03,2,1,1,101.0,101.0,3,100.9990158,101.0,0.0,0.0,0.0,0.0,0.0,0
84822.03,365818.75,11,4,3,1.161912,0.31883,15,1.23999768,1.27532199,12.0,2.0,4.0,0.0,4.0,0
1074.42,1921036.52,64,1560,1,28.010089,1.994397,1624,3069.472425,3111.258825,13.0,10.0,13.0,0.0,13.0,0
0.0,68.3,3,1,1,101.0,101.0,4,100.998446,101.0,0.0,0.0,0.0,0.0,0.0,0
13360.06,237790.27,22,17,13,1.243,0.263426,39,4.46766152,4.47824154,6.0,3.0,3.0,0.0,3.0,0
8727.64,915822.2,45,20,9,10.0,2.005246,65,41.02347174,40.10491576,74.0,19.0,25.0,0.0,23.0,0
1995.75,319320.53,0,160,3,1.6777259999999998,0.670056,161,0.0,107.2089593,4.0,4.0,4.0,0.0,4.0,0
0.0,5.65,3,2,2,1900.529431,1000.5,5,2000.998585,2001.0,0.0,0.0,0.0,0.0,0.0,0
5872.92,868228.45,1259,69,21,370.892142,40.263488,1329,6278.647585,2778.180693,211.0,103.0,101.0,0.0,97.0,0
0.0,14.38,1,1,1,1.373735,1.373735,2,1.358735,1.373735,0.0,0.0,0.0,0.0,0.0,0
22466.36,705882.98,14,28,5,1.458379,0.6530130000000001,42,12.89323437,18.28436324,13.0,10.0,12.0,0.0,12.0,0
10216.0,306025.43,12,27,9,0.5294840000000001,0.089581,39,2.41363522,2.41867522,0.0,0.0,0.0,0.0,0.0,0
44163.43,88326.87,0,2,2,509.0,254.5,3,0.0,509.0,0.0,0.0,0.0,0.0,0.0,0
0.0,253.25,1,1,1,0.3,0.3,2,0.29938,0.3,0.0,0.0,0.0,0.0,0.0,0
0.0,327.7,2,1,1,101.0,101.0,3,100.9990158,101.0,0.0,0.0,0.0,0.0,0.0,0
0.0,5.95,1,1,1,1.466441,1.466441,2,1.465969144,1.46644078,0.0,0.0,0.0,0.0,0.0,0
0.0,4.68,3,2,2,1902.37628,1000.5,5,2000.998585,2001.0,0.0,0.0,0.0,0.0,0.0,0
0.0,259478.57,1,1,1,1.0,1.0,2,0.999559,1.0,5.0,5.0,5.0,0.0,5.0,0
2762.25,209930.78,0,76,5,1.000888,0.240532,77,0.0,18.28040267,3.0,3.0,3.0,0.6671520000000001,3.0,0
3801.67,319340.05,0,84,4,5.008505,1.186623,85,0.0,99.67635547,5.0,5.0,5.0,0.0,5.0,0
0.94,325.1,2,2,2,78.850629,50.5,4,100.9990158,101.0,0.0,0.0,0.0,0.0,0.0,0
11594.2,208695.6,0,18,5,499.999,68.129553,19,0.0,1226.331962,0.0,0.0,0.0,0.0,0.0,0
1945.73,80078.27,41,41,1,0.169153,0.108187,82,4.41843538,4.43565538,0.0,0.0,0.0,0.0,0.0,0
482175.49,964896.88,4,2,2,30.0,15.061125,6,30.12107962,30.1222493,0.0,0.0,0.0,0.0,0.0,0
6682.47,547962.18,0,82,5,0.715069,0.219089,83,0.0,17.96526264,3.0,3.0,3.0,0.0,3.0,0
12143.51,291444.33,0,24,3,1.001,0.785615,25,0.0,18.85476593,2.0,2.0,2.0,0.226017,2.0,0
4980.4,32323.4,2,3,2,5.0,2.086115,5,6.257462,6.25834463,2.0,2.0,2.0,0.0,2.0,0
2405.98,283905.73,0,118,5,1.125244,0.403462,119,0.0,47.60848499,1.0,1.0,1.0,0.969261,1.0,0
1346.79,192590.77,0,143,4,0.6973689999999999,0.111189,144,0.0,15.89998028,2.0,2.0,2.0,0.496625,2.0,0
29228.1,273204.15,7,5,5,18.0,7.284753,12,36.41967252,36.42376702,10.0,7.0,7.0,0.0,7.0,0
0.0,65.03,3,1,1,101.0,101.0,4,100.998446,101.0,0.0,0.0,0.0,0.0,0.0,0
0.68,5.4,3,2,2,1577.692763,1000.5,5,2000.998585,2001.0,0.0,0.0,0.0,0.0,0.0,0
0.82,324.73,2,2,2,53.043053,50.5,4,100.9989738,101.0,0.0,0.0,0.0,0.0,0.0,0
5707.63,17134.32,2,3,3,2.999559,1.799266,5,5.39554933,5.39779878,0.0,0.0,0.0,0.0,0.0,0
0.0,5.8,1,1,1,10.0,10.0,2,9.999528364,10.0,0.0,0.0,0.0,0.0,0.0,0
0.0,39.47,1,1,1,0.225559,0.225559,2,0.22505522,0.22555922,0.0,0.0,0.0,0.0,0.0,0
0.0,19.25,4,2,2,1110.88081,1000.5,6,2000.998113,2001.0,0.0,0.0,0.0,0.0,0.0,0
0.0,310.48,3,1,1,101.0,101.0,4,100.9985118,101.0,0.0,0.0,0.0,0.0,0.0,0
0.0,321.17,2,1,1,101.0,101.0,3,100.9990158,101.0,0.0,0.0,0.0,0.0,0.0,0
35556.84,974378.8,51,23,8,6.0,1.277459,74,35.67806737,29.38156653,39.0,13.0,14.0,0.0,14.0,0
0.6,321.95,2,2,2,56.24049399999999,50.5,4,100.9990158,101.0,0.0,0.0,0.0,0.0,0.0,0
112125.71,1010987.1,8,9,6,42.47269,5.425545,17,48.81820087,48.82990775,0.0,0.0,0.0,0.0,0.0,0
0.0,18.87,3,2,2,1282.681283,1000.5,5,2000.998585,2001.0,0.0,0.0,0.0,0.0,0.0,0
824.57,226756.63,0,275,7,17.687756,1.30568,276,0.0,359.061997,2.0,2.0,2.0,0.782562,2.0,0
47057.88,447735.1,15,3,2,0.5,0.204333,18,1.803776506,0.613,14.0,9.0,9.0,0.0,8.0,0
0.0,2257.95,1,1,1,0.381175,0.381175,2,0.380555036,0.381175036,0.0,0.0,0.0,0.0,0.0,0
76.03,412.35,5,5,1,20.0,6.9,10,34.49644079,34.5,0.0,0.0,0.0,0.0,0.0,0
0.0,63.8,4,1,1,101.0,101.0,5,100.9979,101.0,0.0,0.0,0.0,0.0,0.0,0
0.0,96.47,1,1,1,1.116753,1.116753,2,1.11455294,1.11675294,0.0,0.0,0.0,0.0,0.0,0
3396.11,244519.93,0,72,5,1.00414,0.839403,73,0.0,60.43698417,4.0,4.0,4.0,0.452211,4.0,0
1748.94,111991.72,64,64,3,0.223954,0.201675,128,12.85341676,12.90717676,0.0,0.0,0.0,0.0,0.0,0
2426.58,283910.03,0,117,6,1.249528,0.8542690000000001,118,0.0,99.94944496,4.0,4.0,4.0,0.0,4.0,0
191.0,310191.97,0,1624,1,0.0,0.0,1624,0.0,0.0,2554.0,1.0,1.0,0.0,1.0,0
1420.14,293206.6,203,204,3,29.007461,10.766147,407,2195.600877,2196.294011,0.0,0.0,0.0,0.0,0.0,0
5448.4,1007930.98,129,107,50,716.0,43.940834,236,4634.55541,4701.669218999999,173.0,75.0,65.0,0.0,65.0,0
365.31,408109.47,1058,1063,2,4.2546800000000005,0.325509,2121,345.5720759,346.0164569,0.0,0.0,0.0,0.0,0.0,0
0.0,24.2,1,1,1,0.01,0.01,2,0.009418468,0.01,0.0,0.0,0.0,0.0,0.0,0
0.0,3.73,1,1,1,0.180717,0.180717,2,0.179795396,0.18071719,0.0,0.0,0.0,0.0,0.0,0
11318.66,577697.67,47,51,4,18.913706,0.8296979999999999,98,42.18801585,42.31458197,1.0,1.0,1.0,0.0,1.0,0
0.0,74.32,1,1,1,2.2,2.2,2,2.199496,2.2,0.0,0.0,0.0,0.0,0.0,0
0.6,321.12,2,2,2,81.198633,50.5,4,100.9990158,101.0,0.0,0.0,0.0,0.0,0.0,0
0.0,9.68,3,2,2,1366.695336,1000.5,5,2000.998585,2001.0,0.0,0.0,0.0,0.0,0.0,0
8427.96,898837.57,103,105,1,1.395217,1.024937,208,107.385162,107.6184304,2.0,2.0,2.0,0.0,2.0,0
0.0,0.0,0,1,1,1.844472,1.844472,1,0.0,1.84447207,6.0,6.0,6.0,0.0,6.0,0
